,Date,Start (ET),Visitor/Neutral,VisitorScore,Home/Neutral,HomeScore,Attend.,Arena,season,players
52,2019-10-29,9:00p,Dallas Mavericks,109,Denver Nuggets,106,16605.0,Pepsi Center,2020,"[[['Kristaps Porziņģis', 'Luka Dončić', 'Seth Curry', 'Dorian Finney-Smith', 'Dwight Powell'], ['Maxi Kleber', 'Delon Wright', 'Tim Hardaway Jr.']], [['Will Barton', 'Gary Harris', 'Jamal Murray', 'Nikola Jokić', 'Paul Millsap'], ['Jerami Grant', 'Mason Plumlee', 'Malik Beasley']]]"
53,2019-10-29,10:30p,Memphis Grizzlies,91,Los Angeles Lakers,120,18997.0,STAPLES Center,2020,"[[['Jae Crowder', 'Ja Morant', 'Jonas Valančiūnas', 'Dillon Brooks', 'Jaren Jackson Jr.'], ['Marko Gudurić', 'Grayson Allen', 'Brandon Clarke']], [['Anthony Davis', 'JaVale McGee', 'LeBron James', 'Avery Bradley', 'Danny Green'], ['Kentavious Caldwell-Pope', 'Quinn Cook', 'Troy Daniels']]]"
54,2019-10-30,7:00p,Chicago Bulls,111,Cleveland Cavaliers,117,17595.0,Rocket Mortgage Fieldhouse,2020,"[[['Zach LaVine', 'Otto Porter Jr.', 'Lauri Markkanen', 'Tomáš Satoranský', 'Wendell Carter Jr.'], ['Thaddeus Young', 'Kris Dunn', 'Coby White']], [['Tristan Thompson', 'Kevin Love', 'Cedi Osman', 'Collin Sexton', 'Darius Garland'], ['Larry Nance Jr.', 'Jordan Clarkson', 'Kevin Porter Jr.']]]"
55,2019-10-30,7:00p,New York Knicks,83,Orlando Magic,95,17456.0,Amway Center,2020,"[[['Julius Randle', 'Marcus Morris', 'RJ Barrett', 'Mitchell Robinson', 'Wayne Ellington'], ['Frank Ntilikina', 'Bobby Portis', 'Kevin Knox']], [['Nikola Vučević', 'Jonathan Isaac', 'Aaron Gordon', 'Evan Fournier', 'D.J. Augustin'], ['Al-Farouq Aminu', 'Terrence Ross', 'Markelle Fultz']]]"
56,2019-10-30,7:00p,Minnesota Timberwolves,95,Philadelphia 76ers,117,20204.0,Wells Fargo Center,2020,"[[['Andrew Wiggins', 'Robert Covington', 'Jeff Teague', 'Karl-Anthony Towns', 'Treveon Graham'], ['Shabazz Napier', 'Jake Layman', 'Josh Okogie']], [['Tobias Harris', 'Al Horford', 'Ben Simmons', 'Josh Richardson', 'Joel Embiid'], ['Furkan Korkmaz', 'Matisse Thybulle', 'James Ennis III']]]"
57,2019-10-30,7:30p,Milwaukee Bucks,105,Boston Celtics,116,18624.0,TD Garden,2020,"[[['Giannis Antetokounmpo', 'Khris Middleton', 'Wesley Matthews', 'Eric Bledsoe', 'Brook Lopez'], ['Pat Connaughton', 'George Hill', 'Kyle Korver']], [['Marcus Smart', 'Jayson Tatum', 'Kemba Walker', 'Gordon Hayward', 'Daniel Theis'], ['Semi Ojeleye', 'Grant Williams', 'Robert Williams']]]"
58,2019-10-30,7:30p,Indiana Pacers,118,Brooklyn Nets,108,17083.0,Barclays Center,2020,"[[['Domantas Sabonis', 'Jeremy Lamb', 'T.J. Warren', 'Malcolm Brogdon', 'Myles Turner'], ['Doug McDermott', 'Justin Holiday', 'Aaron Holiday']], [['Caris LeVert', 'Kyrie Irving', 'Joe Harris', 'Taurean Prince', 'DeAndre Jordan'], ['Spencer Dinwiddie', 'Jarrett Allen', 'Rodions Kurucs']]]"
59,2019-10-30,7:30p,Detroit Pistons,113,Toronto Raptors,125,19800.0,Scotiabank Arena,2020,"[[['Andre Drummond', 'Markieff Morris', 'Luke Kennard', 'Tim Frazier', 'Tony Snell'], ['Langston Galloway', 'Bruce Brown', 'Derrick Rose']], [['Kyle Lowry', 'OG Anunoby', 'Fred VanVleet', 'Pascal Siakam', 'Marc Gasol'], ['Serge Ibaka', 'Norman Powell', 'Patrick McCaw']]]"
60,2019-10-30,8:00p,Portland Trail Blazers,102,Oklahoma City Thunder,99,18203.0,Chesapeake Energy Arena,2020,"[[['Damian Lillard', 'CJ McCollum', 'Rodney Hood', 'Anthony Tolliver', 'Hassan Whiteside'], ['Skal Labissière', 'Kent Bazemore', 'Mario Hezonja']], [['Shai Gilgeous-Alexander', 'Terrance Ferguson', 'Chris Paul', 'Danilo Gallinari', 'Nerlens Noel'], ['Dennis Schröder', 'Hamidou Diallo', 'Mike Muscala']]]"
61,2019-10-30,8:00p,Houston Rockets,159,Washington Wizards,158,20476.0,Capital One Arena,2020,"[[['James Harden', 'Russell Westbrook', 'P.J. Tucker', 'Clint Capela', 'Danuel House Jr.'], ['Eric Gordon', 'Austin Rivers', 'Thabo Sefolosha']], [['Bradley Beal', 'Rui Hachimura', 'Thomas Bryant', 'Isaac Bonga', 'Ish Smith'], ['Dāvis Bertāns', 'Isaiah Thomas', 'Troy Brown Jr.']]]"
62,2019-10-30,10:00p,Charlotte Hornets,118,Sacramento Kings,111,15416.0,Golden 1 Center,2020,"[[['P.J. Washington', 'Terry Rozier', 'Cody Zeller', 'Miles Bridges', 'Dwayne Bacon'], [""Devonte' Graham"", 'Malik Monk', 'Marvin Williams']], [['Harrison Barnes', 'Buddy Hield', ""De'Aaron Fox"", 'Richaun Holmes', 'Nemanja Bjelica'], ['Bogdan Bogdanović', 'Trevor Ariza', 'Cory Joseph']]]"
63,2019-10-30,10:00p,Los Angeles Clippers,96,Utah Jazz,110,18306.0,Vivint Smart Home Arena,2020,"[[['Landry Shamet', 'Patrick Patterson', 'Lou Williams', 'Patrick Beverley', 'Ivica Zubac'], ['JaMychal Green', 'Jerome Robinson', 'Rodney McGruder']], [['Donovan Mitchell', 'Rudy Gobert', 'Mike Conley', 'Bojan Bogdanović', ""Royce O'Neale""], ['Joe Ingles', 'Jeff Green', 'Emmanuel Mudiay']]]"
64,2019-10-30,10:30p,Phoenix Suns,121,Golden State Warriors,110,18064.0,Chase Center,2020,"[[['Devin Booker', 'Ricky Rubio', 'Kelly Oubre Jr.', 'Dario Šarić', 'Aron Baynes'], ['Frank Kaminsky', 'Mikal Bridges', 'Jevon Carter']], [['Eric Paschall', 'Glenn Robinson III', ""D'Angelo Russell"", 'Draymond Green', 'Stephen Curry'], ['Omari Spellman', 'Jordan Poole', 'Alec Burks']]]"
65,2019-10-31,7:00p,Miami Heat,106,Atlanta Hawks,97,16539.0,State Farm Arena,2020,"[[['Bam Adebayo', 'Jimmy Butler', 'Kendrick Nunn', 'Duncan Robinson', 'Meyers Leonard'], ['Tyler Herro', 'Kelly Olynyk', 'Goran Dragić']], [['John Collins', 'Cam Reddish', ""De'Andre Hunter"", 'Kevin Huerter', 'Alex Len'], [""DeAndre' Bembry"", 'Jabari Parker', 'Tyrone Wallace']]]"
66,2019-10-31,9:30p,Denver Nuggets,107,New Orleans Pelicans,122,16613.0,Smoothie King Center,2020,"[[['Gary Harris', 'Nikola Jokić', 'Jamal Murray', 'Torrey Craig', 'Paul Millsap'], ['Malik Beasley', 'Jerami Grant', 'Monte Morris']], [['Brandon Ingram', 'Jahlil Okafor', 'Jrue Holiday', 'Lonzo Ball', 'Nicolò Melli'], ['Josh Hart', 'Frank Jackson', 'JJ Redick']]]"
67,2019-10-31,10:30p,San Antonio Spurs,97,Los Angeles Clippers,103,19068.0,STAPLES Center,2020,"[[['LaMarcus Aldridge', 'DeMar DeRozan', 'Bryn Forbes', 'Dejounte Murray', 'Trey Lyles'], ['Rudy Gay', 'Derrick White', 'Patty Mills']], [['Kawhi Leonard', 'Patrick Beverley', 'Landry Shamet', 'Patrick Patterson', 'Ivica Zubac'], ['Lou Williams', 'Montrezl Harrell', 'JaMychal Green']]]"
68,2019-11-01,7:00p,Houston Rockets,116,Brooklyn Nets,123,17732.0,Barclays Center,2020,"[[['James Harden', 'Russell Westbrook', 'P.J. Tucker', 'Danuel House Jr.', 'Clint Capela'], ['Eric Gordon', 'Ben McLemore', 'Austin Rivers']], [['Kyrie Irving', 'Taurean Prince', 'Joe Harris', 'Caris LeVert', 'Jarrett Allen'], ['Garrett Temple', 'Spencer Dinwiddie', 'DeAndre Jordan']]]"
69,2019-11-01,7:00p,Cleveland Cavaliers,95,Indiana Pacers,102,16079.0,Bankers Life Fieldhouse,2020,"[[['Cedi Osman', 'Collin Sexton', 'Kevin Love', 'Tristan Thompson', 'Darius Garland'], ['Jordan Clarkson', 'Larry Nance Jr.', 'Kevin Porter Jr.']], [['Domantas Sabonis', 'Jeremy Lamb', 'Malcolm Brogdon', 'T.J. Warren', 'T.J. Leaf'], ['Goga Bitadze', 'Justin Holiday', 'Doug McDermott']]]"
70,2019-11-01,7:00p,Milwaukee Bucks,123,Orlando Magic,91,15105.0,Amway Center,2020,"[[['Giannis Antetokounmpo', 'Eric Bledsoe', 'Brook Lopez', 'Khris Middleton', 'Wesley Matthews'], ['Sterling Brown', 'Robin Lopez', 'Donte DiVincenzo']], [['Jonathan Isaac', 'Aaron Gordon', 'Nikola Vučević', 'D.J. Augustin', 'Evan Fournier'], ['Khem Birch', 'Terrence Ross', 'Al-Farouq Aminu']]]"
71,2019-11-01,7:30p,New York Knicks,102,Boston Celtics,104,18624.0,TD Garden,2020,"[[['Marcus Morris', 'RJ Barrett', 'Frank Ntilikina', 'Julius Randle', 'Mitchell Robinson'], ['Kevin Knox', 'Wayne Ellington', 'Bobby Portis']], [['Kemba Walker', 'Gordon Hayward', 'Jayson Tatum', 'Marcus Smart', 'Daniel Theis'], ['Grant Williams', 'Semi Ojeleye', 'Brad Wanamaker']]]"
72,2019-11-01,8:00p,Detroit Pistons,106,Chicago Bulls,112,20671.0,United Center,2020,"[[['Andre Drummond', 'Luke Kennard', 'Markieff Morris', 'Tony Snell', 'Tim Frazier'], ['Derrick Rose', 'Langston Galloway', 'Bruce Brown']], [['Zach LaVine', 'Wendell Carter Jr.', 'Otto Porter Jr.', 'Tomáš Satoranský', 'Lauri Markkanen'], ['Thaddeus Young', 'Coby White', 'Kris Dunn']]]"
73,2019-11-01,9:30p,Los Angeles Lakers,119,Dallas Mavericks,110,20358.0,American Airlines Center,2020,"[[['Anthony Davis', 'LeBron James', 'Avery Bradley', 'Danny Green', 'JaVale McGee'], ['Dwight Howard', 'Kentavious Caldwell-Pope', 'Kyle Kuzma']], [['Luka Dončić', 'Kristaps Porziņģis', 'Dorian Finney-Smith', 'Dwight Powell', 'Seth Curry'], ['Maxi Kleber', 'Tim Hardaway Jr.', 'Delon Wright']]]"
74,2019-11-01,10:00p,Utah Jazz,101,Sacramento Kings,102,16273.0,Golden 1 Center,2020,"[[['Rudy Gobert', 'Bojan Bogdanović', 'Donovan Mitchell', 'Mike Conley', ""Royce O'Neale""], ['Joe Ingles', 'Jeff Green', 'Emmanuel Mudiay']], [[""De'Aaron Fox"", 'Harrison Barnes', 'Buddy Hield', 'Nemanja Bjelica', 'Richaun Holmes'], ['Trevor Ariza', 'Dewayne Dedmon', 'Bogdan Bogdanović']]]"
75,2019-11-01,10:30p,San Antonio Spurs,127,Golden State Warriors,110,18064.0,Chase Center,2020,"[[['DeMar DeRozan', 'Trey Lyles', 'Bryn Forbes', 'LaMarcus Aldridge', 'Derrick White'], ['Patty Mills', 'Marco Belinelli', 'Jakob Poeltl']], [['Draymond Green', ""D'Angelo Russell"", 'Jordan Poole', 'Glenn Robinson III', 'Willie Cauley-Stein'], ['Damion Lee', 'Eric Paschall', 'Marquese Chriss']]]"
76,2019-11-02,5:00p,New Orleans Pelicans,104,Oklahoma City Thunder,115,18203.0,Chesapeake Energy Arena,2020,"[[['Jrue Holiday', 'Lonzo Ball', 'Jahlil Okafor', 'Brandon Ingram', 'Nicolò Melli'], ['Josh Hart', 'JJ Redick', 'Frank Jackson']], [['Shai Gilgeous-Alexander', 'Chris Paul', 'Danilo Gallinari', 'Nerlens Noel', 'Terrance Ferguson'], ['Hamidou Diallo', 'Dennis Schröder', 'Mike Muscala']]]"
77,2019-11-02,7:00p,Brooklyn Nets,109,Detroit Pistons,113,17222.0,Little Caesars Arena,2020,"[[['Kyrie Irving', 'Taurean Prince', 'Joe Harris', 'DeAndre Jordan', 'Caris LeVert'], ['Garrett Temple', 'Spencer Dinwiddie', 'Jarrett Allen']], [['Bruce Brown', 'Andre Drummond', 'Luke Kennard', 'Markieff Morris', 'Tony Snell'], ['Langston Galloway', 'Svi Mykhailiuk', 'Thon Maker']]]"
78,2019-11-02,7:00p,Denver Nuggets,91,Orlando Magic,87,17025.0,Amway Center,2020,"[[['Gary Harris', 'Jamal Murray', 'Nikola Jokić', 'Paul Millsap', 'Torrey Craig'], ['Jerami Grant', 'Monte Morris', 'Mason Plumlee']], [['Jonathan Isaac', 'Nikola Vučević', 'Aaron Gordon', 'Evan Fournier', 'Markelle Fultz'], ['Al-Farouq Aminu', 'D.J. Augustin', 'Terrence Ross']]]"
79,2019-11-02,8:00p,Phoenix Suns,114,Memphis Grizzlies,105,14144.0,FedEx Forum,2020,"[[['Ricky Rubio', 'Devin Booker', 'Kelly Oubre Jr.', 'Aron Baynes', 'Dario Šarić'], ['Frank Kaminsky', 'Tyler Johnson', 'Mikal Bridges']], [['Ja Morant', 'Jae Crowder', 'Jonas Valančiūnas', 'Dillon Brooks', 'Jaren Jackson Jr.'], ['Solomon Hill', 'Tyus Jones', 'Brandon Clarke']]]"
80,2019-11-02,8:00p,Toronto Raptors,105,Milwaukee Bucks,115,17637.0,Fiserv Forum,2020,"[[['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'Pascal Siakam', 'OG Anunoby'], ['Serge Ibaka', 'Norman Powell', 'Matt Thomas']], [['Giannis Antetokounmpo', 'Khris Middleton', 'Brook Lopez', 'Eric Bledsoe', 'Wesley Matthews'], ['George Hill', 'Donte DiVincenzo', 'Ersan İlyasova']]]"
81,2019-11-02,8:00p,Minnesota Timberwolves,131,Washington Wizards,109,15150.0,Capital One Arena,2020,"[[['Jeff Teague', 'Andrew Wiggins', 'Gorgui Dieng', 'Robert Covington', 'Treveon Graham'], ['Josh Okogie', 'Jake Layman', 'Jarrett Culver']], [['Ish Smith', 'Bradley Beal', 'Rui Hachimura', 'Thomas Bryant', 'Isaac Bonga'], ['Moritz Wagner', 'Dāvis Bertāns', 'Troy Brown Jr.']]]"
82,2019-11-02,8:30p,Charlotte Hornets,93,Golden State Warriors,87,18064.0,Chase Center,2020,"[[['Dwayne Bacon', 'Terry Rozier', 'P.J. Washington', 'Miles Bridges', 'Cody Zeller'], [""Devonte' Graham"", 'Marvin Williams', 'Malik Monk']], [['Ky Bowman', 'Glenn Robinson III', 'Eric Paschall', 'Jordan Poole', 'Willie Cauley-Stein'], ['Damion Lee', 'Alec Burks', 'Omari Spellman']]]"
83,2019-11-02,10:00p,Philadelphia 76ers,129,Portland Trail Blazers,128,19669.0,Moda Center,2020,"[[['Ben Simmons', 'Tobias Harris', 'Josh Richardson', 'Al Horford', 'Matisse Thybulle'], ['James Ennis III', 'Furkan Korkmaz', ""Kyle O'Quinn""]], [['Damian Lillard', 'CJ McCollum', 'Mario Hezonja', 'Rodney Hood', 'Anthony Tolliver'], ['Kent Bazemore', 'Skal Labissière', 'Anfernee Simons']]]"
84,2019-11-03,5:00p,Chicago Bulls,95,Indiana Pacers,108,17073.0,Bankers Life Fieldhouse,2020,"[[['Zach LaVine', 'Lauri Markkanen', 'Wendell Carter Jr.', 'Otto Porter Jr.', 'Tomáš Satoranský'], ['Thaddeus Young', 'Coby White', 'Kris Dunn']], [['T.J. Warren', 'Jeremy Lamb', 'Malcolm Brogdon', 'JaKarr Sampson', 'Goga Bitadze'], ['Justin Holiday', 'T.J. Leaf', 'T.J. McConnell']]]"
85,2019-11-03,6:00p,Houston Rockets,100,Miami Heat,129,19724.0,AmericanAirlines Arena,2020,"[[['James Harden', 'Russell Westbrook', 'P.J. Tucker', 'Clint Capela', 'Eric Gordon'], ['Austin Rivers', 'Chris Clemons', 'Ben McLemore']], [['Duncan Robinson', 'Meyers Leonard', 'Jimmy Butler', 'Bam Adebayo', 'Kendrick Nunn'], ['Tyler Herro', 'Goran Dragić', 'James Johnson']]]"
86,2019-11-03,6:00p,Sacramento Kings,113,New York Knicks,92,19812.0,Madison Square Garden (IV),2020,"[[['Harrison Barnes', ""De'Aaron Fox"", 'Buddy Hield', 'Richaun Holmes', 'Nemanja Bjelica'], ['Trevor Ariza', 'Bogdan Bogdanović', 'Dewayne Dedmon']], [['RJ Barrett', 'Marcus Morris', 'Julius Randle', 'Bobby Portis', 'Frank Ntilikina'], ['Wayne Ellington', 'Mitchell Robinson', 'Allonzo Trier']]]"
87,2019-11-03,7:00p,Los Angeles Lakers,103,San Antonio Spurs,96,18610.0,AT&T Center,2020,"[[['LeBron James', 'Anthony Davis', 'Avery Bradley', 'Danny Green', 'JaVale McGee'], ['Kentavious Caldwell-Pope', 'Dwight Howard', 'Alex Caruso']], [['DeMar DeRozan', 'LaMarcus Aldridge', 'Bryn Forbes', 'Dejounte Murray', 'Trey Lyles'], ['Rudy Gay', 'Derrick White', 'Patty Mills']]]"
88,2019-11-03,7:30p,Dallas Mavericks,131,Cleveland Cavaliers,111,18078.0,Rocket Mortgage Fieldhouse,2020,"[[['Luka Dončić', 'Kristaps Porziņģis', 'Jalen Brunson', 'Dwight Powell', 'Seth Curry'], ['Delon Wright', 'Dorian Finney-Smith', 'Tim Hardaway Jr.']], [['Kevin Love', 'Tristan Thompson', 'Cedi Osman', 'Darius Garland', 'Collin Sexton'], ['Larry Nance Jr.', 'Jordan Clarkson', 'Brandon Knight']]]"
89,2019-11-03,9:00p,Utah Jazz,94,Los Angeles Clippers,105,19068.0,STAPLES Center,2020,"[[['Mike Conley', 'Bojan Bogdanović', ""Royce O'Neale"", 'Rudy Gobert', 'Donovan Mitchell'], ['Joe Ingles', 'Jeff Green', 'Tony Bradley']], [['Kawhi Leonard', 'Patrick Beverley', 'Landry Shamet', 'Ivica Zubac', 'Patrick Patterson'], ['Lou Williams', 'Montrezl Harrell', 'JaMychal Green']]]"
90,2019-11-04,7:00p,Detroit Pistons,99,Washington Wizards,115,13052.0,Capital One Arena,2020,"[[['Andre Drummond', 'Bruce Brown', 'Luke Kennard', 'Tony Snell', 'Markieff Morris'], ['Svi Mykhailiuk', 'Langston Galloway', 'Christian Wood']], [['Bradley Beal', 'Thomas Bryant', 'Isaiah Thomas', 'Isaac Bonga', 'Rui Hachimura'], ['Troy Brown Jr.', 'Dāvis Bertāns', 'Moritz Wagner']]]"
91,2019-11-04,7:30p,New Orleans Pelicans,125,Brooklyn Nets,135,17194.0,Barclays Center,2020,"[[['Brandon Ingram', 'Jrue Holiday', 'Josh Hart', 'Jahlil Okafor', 'Lonzo Ball'], ['Frank Jackson', 'JJ Redick', 'Jaxson Hayes']], [['Taurean Prince', 'Caris LeVert', 'Kyrie Irving', 'Joe Harris', 'Jarrett Allen'], ['Garrett Temple', 'Spencer Dinwiddie', 'DeAndre Jordan']]]"
92,2019-11-04,8:00p,Houston Rockets,107,Memphis Grizzlies,100,14197.0,FedEx Forum,2020,"[[['James Harden', 'Danuel House Jr.', 'P.J. Tucker', 'Eric Gordon', 'Clint Capela'], ['Ben McLemore', 'Austin Rivers', 'Tyson Chandler']], [['Dillon Brooks', 'Jae Crowder', 'Ja Morant', 'Jonas Valančiūnas', 'Brandon Clarke'], ['Tyus Jones', 'Kyle Anderson', 'Bruno Caboclo']]]"
93,2019-11-04,8:00p,Milwaukee Bucks,134,Minnesota Timberwolves,106,16271.0,Target Center,2020,"[[['Khris Middleton', 'Giannis Antetokounmpo', 'Brook Lopez', 'Eric Bledsoe', 'Wesley Matthews'], ['Donte DiVincenzo', 'Robin Lopez', 'Kyle Korver']], [['Andrew Wiggins', 'Robert Covington', 'Treveon Graham', 'Jeff Teague', 'Gorgui Dieng'], ['Jake Layman', 'Shabazz Napier', 'Jarrett Culver']]]"
94,2019-11-04,9:00p,Philadelphia 76ers,109,Phoenix Suns,114,14285.0,Talking Stick Resort Arena,2020,"[[['Josh Richardson', 'Tobias Harris', 'Ben Simmons', 'Al Horford', 'Furkan Korkmaz'], ['Mike Scott', ""Kyle O'Quinn"", 'Raul Neto']], [['Ricky Rubio', 'Devin Booker', 'Kelly Oubre Jr.', 'Aron Baynes', 'Dario Šarić'], ['Mikal Bridges', 'Tyler Johnson', 'Frank Kaminsky']]]"
95,2019-11-04,10:30p,Portland Trail Blazers,118,Golden State Warriors,127,18064.0,Chase Center,2020,"[[['Damian Lillard', 'Rodney Hood', 'CJ McCollum', 'Hassan Whiteside', 'Anthony Tolliver'], ['Mario Hezonja', 'Kent Bazemore', 'Anfernee Simons']], [['Eric Paschall', 'Ky Bowman', 'Glenn Robinson III', 'Jordan Poole', 'Willie Cauley-Stein'], ['Damion Lee', 'Alec Burks', 'Omari Spellman']]]"
96,2019-11-05,7:00p,Indiana Pacers,120,Charlotte Hornets,122,13341.0,Spectrum Center,2020,"[[['T.J. Warren', 'Malcolm Brogdon', 'Jeremy Lamb', 'Goga Bitadze', 'JaKarr Sampson'], ['Justin Holiday', 'Aaron Holiday', 'Doug McDermott']], [['Terry Rozier', 'Miles Bridges', 'P.J. Washington', 'Cody Zeller', 'Dwayne Bacon'], [""Devonte' Graham"", 'Cody Martin', 'Bismack Biyombo']]]"
97,2019-11-05,7:00p,Boston Celtics,119,Cleveland Cavaliers,113,17709.0,Rocket Mortgage Fieldhouse,2020,"[[['Marcus Smart', 'Jayson Tatum', 'Kemba Walker', 'Gordon Hayward', 'Daniel Theis'], ['Brad Wanamaker', 'Carsen Edwards', 'Robert Williams']], [['Tristan Thompson', 'Collin Sexton', 'Cedi Osman', 'Kevin Love', 'Darius Garland'], ['Jordan Clarkson', 'Larry Nance Jr.', 'Brandon Knight']]]"
98,2019-11-05,7:30p,San Antonio Spurs,100,Atlanta Hawks,108,14025.0,State Farm Arena,2020,"[[['DeMar DeRozan', 'LaMarcus Aldridge', 'Bryn Forbes', 'Trey Lyles', 'Dejounte Murray'], ['Patty Mills', 'Rudy Gay', 'Derrick White']], [[""De'Andre Hunter"", 'Jabari Parker', 'Trae Young', 'Cam Reddish', 'Alex Len'], ['Kevin Huerter', ""DeAndre' Bembry"", 'Damian Jones']]]"
99,2019-11-05,8:00p,Los Angeles Lakers,118,Chicago Bulls,112,21193.0,United Center,2020,"[[['LeBron James', 'Anthony Davis', 'Danny Green', 'Kentavious Caldwell-Pope', 'JaVale McGee'], ['Quinn Cook', 'Dwight Howard', 'Alex Caruso']], [['Zach LaVine', 'Wendell Carter Jr.', 'Lauri Markkanen', 'Otto Porter Jr.', 'Tomáš Satoranský'], ['Coby White', 'Kris Dunn', 'Luke Kornet']]]"
100,2019-11-05,8:00p,Orlando Magic,94,Oklahoma City Thunder,102,18203.0,Chesapeake Energy Arena,2020,"[[['Nikola Vučević', 'Evan Fournier', 'Jonathan Isaac', 'Aaron Gordon', 'Markelle Fultz'], ['D.J. Augustin', 'Al-Farouq Aminu', 'Terrence Ross']], [['Shai Gilgeous-Alexander', 'Chris Paul', 'Danilo Gallinari', 'Steven Adams', 'Terrance Ferguson'], ['Dennis Schröder', 'Darius Bazley', 'Hamidou Diallo']]]"
101,2019-11-05,9:00p,Miami Heat,89,Denver Nuggets,109,18010.0,Pepsi Center,2020,"[[['Kendrick Nunn', 'Justise Winslow', 'Jimmy Butler', 'Bam Adebayo', 'Meyers Leonard'], ['Goran Dragić', 'Kelly Olynyk', 'Derrick Jones Jr.']], [['Jamal Murray', 'Will Barton', 'Nikola Jokić', 'Gary Harris', 'Paul Millsap'], ['Jerami Grant', 'Mason Plumlee', 'Monte Morris']]]"
102,2019-11-06,7:00p,New York Knicks,102,Detroit Pistons,122,15463.0,Little Caesars Arena,2020,"[[['Frank Ntilikina', 'RJ Barrett', 'Marcus Morris', 'Julius Randle', 'Mitchell Robinson'], ['Kevin Knox', 'Taj Gibson', 'Bobby Portis']], [['Andre Drummond', 'Bruce Brown', 'Tony Snell', 'Luke Kennard', 'Markieff Morris'], ['Langston Galloway', 'Christian Wood', 'Svi Mykhailiuk']]]"
103,2019-11-06,7:00p,Washington Wizards,106,Indiana Pacers,121,16171.0,Bankers Life Fieldhouse,2020,"[[['Bradley Beal', 'Thomas Bryant', 'Rui Hachimura', 'Isaiah Thomas', 'Isaac Bonga'], ['Dāvis Bertāns', 'Ish Smith', 'C.J. Miles']], [['Malcolm Brogdon', 'T.J. Warren', 'Aaron Holiday', 'Domantas Sabonis', 'JaKarr Sampson'], ['Doug McDermott', 'Goga Bitadze', 'Justin Holiday']]]"
104,2019-11-06,7:30p,Chicago Bulls,113,Atlanta Hawks,93,15049.0,State Farm Arena,2020,"[[['Lauri Markkanen', 'Zach LaVine', 'Tomáš Satoranský', 'Wendell Carter Jr.', 'Otto Porter Jr.'], ['Coby White', 'Kris Dunn', 'Thaddeus Young']], [['Trae Young', 'Jabari Parker', ""De'Andre Hunter"", 'Cam Reddish', 'Alex Len'], [""DeAndre' Bembry"", 'Kevin Huerter', 'Bruno Fernando']]]"
105,2019-11-06,7:30p,Golden State Warriors,112,Houston Rockets,129,18055.0,Toyota Center,2020,"[[['Ky Bowman', 'Glenn Robinson III', 'Eric Paschall', 'Jordan Poole', 'Willie Cauley-Stein'], ['Alec Burks', 'Damion Lee', 'Omari Spellman']], [['Danuel House Jr.', 'P.J. Tucker', 'Clint Capela', 'James Harden', 'Russell Westbrook'], ['Austin Rivers', 'Ben McLemore', 'Thabo Sefolosha']]]"
106,2019-11-06,7:30p,Sacramento Kings,120,Toronto Raptors,124,19800.0,Scotiabank Arena,2020,"[[['Harrison Barnes', ""De'Aaron Fox"", 'Buddy Hield', 'Richaun Holmes', 'Nemanja Bjelica'], ['Bogdan Bogdanović', 'Cory Joseph', 'Dewayne Dedmon']], [['Kyle Lowry', 'OG Anunoby', 'Pascal Siakam', 'Fred VanVleet', 'Marc Gasol'], ['Serge Ibaka', 'Norman Powell', 'Matt Thomas']]]"
107,2019-11-06,8:00p,Minnesota Timberwolves,121,Memphis Grizzlies,137,13503.0,FedEx Forum,2020,"[[['Andrew Wiggins', 'Karl-Anthony Towns', 'Jarrett Culver', 'Robert Covington', 'Josh Okogie'], ['Treveon Graham', 'Jake Layman', 'Jordan McLaughlin']], [['Jae Crowder', 'Dillon Brooks', 'Jonas Valančiūnas', 'Ja Morant', 'Jaren Jackson Jr.'], ['Tyus Jones', 'Brandon Clarke', 'Kyle Anderson']]]"
108,2019-11-06,8:30p,Orlando Magic,106,Dallas Mavericks,107,19487.0,American Airlines Center,2020,"[[['Aaron Gordon', 'Nikola Vučević', 'Jonathan Isaac', 'Evan Fournier', 'Markelle Fultz'], ['D.J. Augustin', 'Michael Carter-Williams', 'Khem Birch']], [['Luka Dončić', 'Dwight Powell', 'Kristaps Porziņģis', 'Dorian Finney-Smith', 'Seth Curry'], ['Tim Hardaway Jr.', 'Maxi Kleber', 'Justin Jackson']]]"
109,2019-11-06,9:00p,Philadelphia 76ers,104,Utah Jazz,106,18306.0,Vivint Smart Home Arena,2020,"[[['Joel Embiid', 'Tobias Harris', 'Josh Richardson', 'Al Horford', 'Ben Simmons'], ['Raul Neto', 'Furkan Korkmaz', 'Mike Scott']], [['Rudy Gobert', 'Bojan Bogdanović', 'Donovan Mitchell', 'Mike Conley', ""Royce O'Neale""], ['Joe Ingles', 'Jeff Green', 'Tony Bradley']]]"
110,2019-11-06,10:00p,Milwaukee Bucks,129,Los Angeles Clippers,124,19068.0,STAPLES Center,2020,"[[['Giannis Antetokounmpo', 'Khris Middleton', 'Brook Lopez', 'Eric Bledsoe', 'Wesley Matthews'], ['George Hill', 'Kyle Korver', 'Pat Connaughton']], [['Montrezl Harrell', 'Lou Williams', 'Patrick Beverley', 'Landry Shamet', 'Patrick Patterson'], ['JaMychal Green', 'Maurice Harkless', 'Jerome Robinson']]]"
