,Date,Start (ET),Visitor/Neutral,VisitorScore,Home/Neutral,HomeScore,Attend.,Arena,season,players
2292,2021-12-08,10:00p,Orlando Magic,130,Sacramento Kings,142,14364.0,Golden 1 Center,2022,"[[['Wendell Carter Jr.', 'Cole Anthony', 'Franz Wagner', 'Gary Harris', 'Mo Bamba'], ['Terrence Ross', 'Robin Lopez', 'Chuma Okeke']], [['Tyrese Haliburton', ""De'Aaron Fox"", 'Harrison Barnes', 'Terence Davis', 'Richaun Holmes'], ['Davion Mitchell', 'Tristan Thompson', 'Marvin Bagley III']]]"
2293,2021-12-08,10:30p,Boston Celtics,111,Los Angeles Clippers,114,17064.0,Crypto.com Arena,2022,"[[['Dennis Schröder', 'Marcus Smart', 'Jayson Tatum', 'Al Horford', 'Robert Williams'], ['Josh Richardson', 'Grant Williams', 'Romeo Langford']], [['Reggie Jackson', 'Marcus Morris', 'Terance Mann', 'Ivica Zubac', 'Nicolas Batum'], ['Luke Kennard', 'Brandon Boston Jr.', 'Eric Bledsoe']]]"
2294,2021-12-09,7:00p,Utah Jazz,118,Philadelphia 76ers,96,20272.0,Wells Fargo Center,2022,"[[['Rudy Gobert', 'Donovan Mitchell', ""Royce O'Neale"", 'Bojan Bogdanović', 'Mike Conley'], ['Jordan Clarkson', 'Joe Ingles', 'Rudy Gay']], [['Tobias Harris', 'Seth Curry', 'Joel Embiid', 'Tyrese Maxey', 'Danny Green'], ['Shake Milton', 'Matisse Thybulle', 'Furkan Korkmaz']]]"
2295,2021-12-09,8:00p,Los Angeles Lakers,95,Memphis Grizzlies,108,16334.0,FedEx Forum,2022,"[[['Anthony Davis', 'LeBron James', 'Russell Westbrook', 'Avery Bradley', 'Talen Horton-Tucker'], ['Malik Monk', 'Carmelo Anthony', 'Wayne Ellington']], [['Tyus Jones', 'Desmond Bane', 'Steven Adams', 'Jaren Jackson Jr.', ""De'Anthony Melton""], ['John Konchar', 'Xavier Tillman Sr.', 'Killian Tillie']]]"
2296,2021-12-09,8:30p,Denver Nuggets,111,San Antonio Spurs,123,12855.0,AT&T Center,2022,"[[['Aaron Gordon', 'Nikola Jokić', 'Will Barton', 'Monte Morris', 'Jeff Green'], ['Facundo Campazzo', 'Zeke Nnaji', 'Bones Hyland']], [['Derrick White', 'Dejounte Murray', 'Keita Bates-Diop', 'Jakob Poeltl', 'Doug McDermott'], ['Lonnie Walker IV', 'Devin Vassell', 'Drew Eubanks']]]"
2297,2021-12-10,7:00p,Sacramento Kings,123,Charlotte Hornets,124,16335.0,Spectrum Center,2022,"[[['Tyrese Haliburton', ""De'Aaron Fox"", 'Harrison Barnes', 'Terence Davis', 'Alex Len'], ['Buddy Hield', 'Marvin Bagley III', 'Davion Mitchell']], [['Cody Martin', 'Gordon Hayward', 'Kelly Oubre Jr.', 'Miles Bridges', 'Vernon Carey Jr.'], ['JT Thor', 'James Bouknight', 'Kai Jones']]]"
2298,2021-12-10,7:00p,Dallas Mavericks,93,Indiana Pacers,106,12618.0,Gainbridge Fieldhouse,2022,"[[['Dorian Finney-Smith', 'Luka Dončić', 'Kristaps Porziņģis', 'Dwight Powell', 'Reggie Bullock'], ['Jalen Brunson', 'Tim Hardaway Jr.', 'Maxi Kleber']], [['Malcolm Brogdon', 'Myles Turner', 'Caris LeVert', 'Domantas Sabonis', 'Chris Duarte'], ['Oshae Brissett', 'Kelan Martin', 'Brad Wanamaker']]]"
2299,2021-12-10,7:30p,Brooklyn Nets,113,Atlanta Hawks,105,17074.0,State Farm Arena,2022,"[[['James Harden', 'Kevin Durant', 'Patty Mills', 'LaMarcus Aldridge', ""DeAndre' Bembry""], ['Cam Thomas', 'James Johnson', 'Bruce Brown']], [['John Collins', 'Trae Young', 'Kevin Huerter', 'Clint Capela', 'Timothé Luwawu-Cabarrot'], ['Danilo Gallinari', 'Cam Reddish', 'Lou Williams']]]"
2300,2021-12-10,7:30p,New York Knicks,87,Toronto Raptors,90,19800.0,Scotiabank Arena,2022,"[[['Julius Randle', 'Alec Burks', 'RJ Barrett', 'Evan Fournier', 'Nerlens Noel'], ['Derrick Rose', 'Immanuel Quickley', 'Obi Toppin']], [['Scottie Barnes', 'Pascal Siakam', 'Gary Trent Jr.', 'Fred VanVleet', 'Chris Boucher'], ['Yuta Watanabe', 'Svi Mykhailiuk', 'Justin Champagnie']]]"
2301,2021-12-10,8:00p,Milwaukee Bucks,123,Houston Rockets,114,16319.0,Toyota Center,2022,"[[['Giannis Antetokounmpo', 'Khris Middleton', 'Jrue Holiday', 'Bobby Portis', 'Grayson Allen'], ['Pat Connaughton', 'Wesley Matthews', 'Rodney Hood']], [['Garrison Mathews', 'Armoni Brooks', 'Eric Gordon', ""Jae'Sean Tate"", 'Christian Wood'], ['D.J. Augustin', 'Alperen Sengun', 'KJ Martin']]]"
2302,2021-12-10,8:00p,Cleveland Cavaliers,123,Minnesota Timberwolves,106,15694.0,Target Center,2022,"[[['Darius Garland', 'Isaac Okoro', 'Jarrett Allen', 'Evan Mobley', 'Lauri Markkanen'], ['Cedi Osman', 'Ricky Rubio', 'Kevin Love']], [['Anthony Edwards', 'Karl-Anthony Towns', 'Jarred Vanderbilt', 'Patrick Beverley', 'Taurean Prince'], ['Malik Beasley', 'Jaden McDaniels', 'Leandro Bolmaro']]]"
2303,2021-12-10,8:00p,Detroit Pistons,93,New Orleans Pelicans,109,15828.0,Smoothie King Center,2022,"[[['Cade Cunningham', 'Saddiq Bey', 'Jerami Grant', 'Killian Hayes', 'Isaiah Stewart'], ['Trey Lyles', 'Frank Jackson', 'Hamidou Diallo']], [['Brandon Ingram', 'Josh Hart', 'Herbert Jones', 'Jonas Valančiūnas', ""Devonte' Graham""], ['Nickeil Alexander-Walker', 'Tomáš Satoranský', 'Garrett Temple']]]"
2304,2021-12-10,8:00p,Los Angeles Lakers,116,Oklahoma City Thunder,95,16523.0,Paycom Center,2022,"[[['LeBron James', 'Russell Westbrook', 'Avery Bradley', 'Talen Horton-Tucker', 'Dwight Howard'], ['Austin Reaves', 'Carmelo Anthony', 'Malik Monk']], [['Luguentz Dort', 'Josh Giddey', 'Shai Gilgeous-Alexander', 'Jeremiah Robinson-Earl', 'Darius Bazley'], ['Tre Mann', 'Kenrich Williams', 'Aleksej Pokusevski']]]"
2305,2021-12-10,10:00p,Boston Celtics,90,Phoenix Suns,111,17071.0,Phoenix Suns Arena,2022,"[[['Jayson Tatum', 'Dennis Schröder', 'Marcus Smart', 'Al Horford', 'Robert Williams'], ['Grant Williams', 'Romeo Langford', 'Aaron Nesmith']], [['Mikal Bridges', 'Jae Crowder', 'Chris Paul', 'JaVale McGee', 'Landry Shamet'], ['Cameron Johnson', 'Cameron Payne', 'Jalen Smith']]]"
2306,2021-12-11,3:30p,Orlando Magic,104,Los Angeles Clippers,106,17156.0,Crypto.com Arena,2022,"[[['Cole Anthony', 'Gary Harris', 'Franz Wagner', 'Wendell Carter Jr.', 'Mo Bamba'], ['Terrence Ross', 'Moritz Wagner', 'Chuma Okeke']], [['Luke Kennard', 'Terance Mann', 'Reggie Jackson', 'Ivica Zubac', 'Marcus Morris'], ['Eric Bledsoe', 'Brandon Boston Jr.', 'Isaiah Hartenstein']]]"
2307,2021-12-11,7:00p,Utah Jazz,123,Washington Wizards,98,17575.0,Capital One Arena,2022,"[[['Donovan Mitchell', 'Rudy Gobert', ""Royce O'Neale"", 'Bojan Bogdanović', 'Mike Conley'], ['Jordan Clarkson', 'Joe Ingles', 'Hassan Whiteside']], [['Bradley Beal', 'Kentavious Caldwell-Pope', 'Spencer Dinwiddie', 'Daniel Gafford', 'Deni Avdija'], ['Raul Neto', 'Dāvis Bertāns', 'Montrezl Harrell']]]"
2308,2021-12-11,8:00p,Sacramento Kings,103,Cleveland Cavaliers,117,19432.0,Rocket Mortgage Fieldhouse,2022,"[[['Tyrese Haliburton', ""De'Aaron Fox"", 'Harrison Barnes', 'Alex Len', 'Marvin Bagley III'], ['Buddy Hield', 'Davion Mitchell', 'Terence Davis']], [['Jarrett Allen', 'Evan Mobley', 'Darius Garland', 'Isaac Okoro', 'Lauri Markkanen'], ['Cedi Osman', 'Ricky Rubio', 'Kevin Love']]]"
2309,2021-12-11,8:00p,Houston Rockets,106,Memphis Grizzlies,113,17794.0,FedEx Forum,2022,"[[['Christian Wood', 'Garrison Mathews', 'D.J. Augustin', ""Jae'Sean Tate"", 'Daniel Theis'], ['Armoni Brooks', 'Alperen Sengun', 'Josh Christopher']], [['Tyus Jones', 'Dillon Brooks', 'Desmond Bane', 'Kyle Anderson', 'Steven Adams'], ['Xavier Tillman Sr.', ""De'Anthony Melton"", 'Killian Tillie']]]"
2310,2021-12-11,8:00p,Chicago Bulls,92,Miami Heat,118,19731.0,FTX Arena,2022,"[[['Lonzo Ball', 'Zach LaVine', 'Troy Brown Jr.', 'Nikola Vučević', 'Alex Caruso'], ['Alfonzo McKinnie', 'Devon Dotson', 'Tony Bradley']], [['P.J. Tucker', 'Gabe Vincent', 'Kyle Lowry', 'Dewayne Dedmon', 'Duncan Robinson'], ['Tyler Herro', 'KZ Okpala', 'Max Strus']]]"
2311,2021-12-11,8:30p,Golden State Warriors,93,Philadelphia 76ers,102,21016.0,Wells Fargo Center,2022,"[[['Andrew Wiggins', 'Jordan Poole', 'Stephen Curry', 'Draymond Green', 'Kevon Looney'], ['Otto Porter Jr.', 'Nemanja Bjelica', 'Gary Payton II']], [['Seth Curry', 'Tobias Harris', 'Matisse Thybulle', 'Joel Embiid', 'Tyrese Maxey'], ['Shake Milton', 'Danny Green', 'Andre Drummond']]]"
2312,2021-12-11,8:30p,Denver Nuggets,127,San Antonio Spurs,112,14607.0,AT&T Center,2022,"[[['Nikola Jokić', 'Aaron Gordon', 'Monte Morris', 'Jeff Green', 'Davon Reed'], ['Facundo Campazzo', 'Bones Hyland', 'Markus Howard']], [['Dejounte Murray', 'Derrick White', 'Keldon Johnson', 'Jakob Poeltl', 'Doug McDermott'], ['Tre Jones', 'Devin Vassell', 'Lonnie Walker IV']]]"
2313,2021-12-12,12:00p,Milwaukee Bucks,112,New York Knicks,97,19812.0,Madison Square Garden (IV),2022,"[[['Jrue Holiday', 'Giannis Antetokounmpo', 'Khris Middleton', 'Bobby Portis', 'Grayson Allen'], ['Pat Connaughton', 'Rodney Hood', 'George Hill']], [['Quentin Grimes', 'Derrick Rose', 'Julius Randle', 'Nerlens Noel', 'Evan Fournier'], ['Kevin Knox', 'Immanuel Quickley', 'Mitchell Robinson']]]"
2314,2021-12-12,6:00p,Brooklyn Nets,116,Detroit Pistons,104,15289.0,Little Caesars Arena,2022,"[[['Kevin Durant', 'Patty Mills', 'LaMarcus Aldridge', 'James Johnson', ""DeAndre' Bembry""], ['Cam Thomas', 'Nic Claxton', 'Bruce Brown']], [['Isaiah Stewart', 'Cade Cunningham', 'Saddiq Bey', 'Killian Hayes', 'Hamidou Diallo'], ['Frank Jackson', 'Saben Lee', 'Rodney McGruder']]]"
2315,2021-12-12,7:00p,Dallas Mavericks,103,Oklahoma City Thunder,84,15747.0,Paycom Center,2022,"[[['Jalen Brunson', 'Kristaps Porziņģis', 'Dorian Finney-Smith', 'Reggie Bullock', 'Dwight Powell'], ['Maxi Kleber', 'Tim Hardaway Jr.', 'Moses Brown']], [['Shai Gilgeous-Alexander', 'Darius Bazley', 'Josh Giddey', 'Jeremiah Robinson-Earl', 'Luguentz Dort'], ['Aleksej Pokusevski', 'Kenrich Williams', 'Derrick Favors']]]"
2316,2021-12-12,7:00p,New Orleans Pelicans,97,San Antonio Spurs,112,14990.0,AT&T Center,2022,"[[['Brandon Ingram', 'Josh Hart', 'Jonas Valančiūnas', ""Devonte' Graham"", 'Herbert Jones'], ['Nickeil Alexander-Walker', 'Tomáš Satoranský', 'Willy Hernangómez']], [['Derrick White', 'Jakob Poeltl', 'Dejounte Murray', 'Doug McDermott', 'Keldon Johnson'], ['Lonnie Walker IV', 'Devin Vassell', 'Tre Jones']]]"
2317,2021-12-12,9:00p,Minnesota Timberwolves,116,Portland Trail Blazers,111,16591.0,Moda Center,2022,"[[[""D'Angelo Russell"", 'Karl-Anthony Towns', 'Patrick Beverley', 'Jarred Vanderbilt', 'Anthony Edwards'], ['Jaden McDaniels', 'Malik Beasley', 'Jaylen Nowell']], [['Norman Powell', 'Damian Lillard', 'Larry Nance Jr.', 'Jusuf Nurkić', 'Nassir Little'], ['Robert Covington', 'Anfernee Simons', 'Ben McLemore']]]"
2318,2021-12-12,9:30p,Orlando Magic,94,Los Angeles Lakers,106,18997.0,Crypto.com Arena,2022,"[[['Franz Wagner', 'Cole Anthony', 'Gary Harris', 'Wendell Carter Jr.', 'Mo Bamba'], ['Terrence Ross', 'Chuma Okeke', 'Robin Lopez']], [['LeBron James', 'Russell Westbrook', 'Talen Horton-Tucker', 'Avery Bradley', 'Dwight Howard'], ['Austin Reaves', 'Carmelo Anthony', 'Malik Monk']]]"
2319,2021-12-13,7:00p,Miami Heat,94,Cleveland Cavaliers,105,17401.0,Rocket Mortgage Fieldhouse,2022,"[[['Kyle Lowry', 'P.J. Tucker', 'Gabe Vincent', 'Duncan Robinson', 'Dewayne Dedmon'], ['Tyler Herro', 'Omer Yurtseven', 'KZ Okpala']], [['Darius Garland', 'Isaac Okoro', 'Evan Mobley', 'Jarrett Allen', 'Lauri Markkanen'], ['Ricky Rubio', 'Kevin Love', 'Lamar Stevens']]]"
2320,2021-12-13,7:00p,Golden State Warriors,102,Indiana Pacers,100,17018.0,Gainbridge Fieldhouse,2022,"[[['Stephen Curry', 'Andrew Wiggins', 'Draymond Green', 'Jordan Poole', 'Kevon Looney'], ['Otto Porter Jr.', 'Damion Lee', 'Juan Toscano-Anderson']], [['Caris LeVert', 'Malcolm Brogdon', 'Domantas Sabonis', 'Myles Turner', 'Chris Duarte'], ['Kelan Martin', 'Oshae Brissett', 'Jeremy Lamb']]]"
2321,2021-12-13,7:00p,Sacramento Kings,101,Toronto Raptors,124,19463.0,Scotiabank Arena,2022,"[[[""De'Aaron Fox"", 'Harrison Barnes', 'Tyrese Haliburton', 'Chimezie Metu', 'Alex Len'], ['Buddy Hield', 'Marvin Bagley III', 'Davion Mitchell']], [['Scottie Barnes', 'Gary Trent Jr.', 'Pascal Siakam', 'Fred VanVleet', 'Chris Boucher'], ['Yuta Watanabe', 'Justin Champagnie', 'Svi Mykhailiuk']]]"
2322,2021-12-13,7:30p,Houston Rockets,132,Atlanta Hawks,126,14456.0,State Farm Arena,2022,"[[['Eric Gordon', 'Garrison Mathews', 'Christian Wood', ""Jae'Sean Tate"", 'Armoni Brooks'], ['KJ Martin', 'Alperen Sengun', 'Josh Christopher']], [['Trae Young', 'Kevin Huerter', 'Clint Capela', 'John Collins', 'Timothé Luwawu-Cabarrot'], ['Cam Reddish', 'Danilo Gallinari', 'Lou Williams']]]"
2323,2021-12-13,7:30p,Milwaukee Bucks,103,Boston Celtics,117,19156.0,TD Garden,2022,"[[['Giannis Antetokounmpo', 'Jrue Holiday', 'Grayson Allen', 'Bobby Portis', 'Khris Middleton'], ['Pat Connaughton', 'Rodney Hood', 'DeMarcus Cousins']], [['Jayson Tatum', 'Al Horford', 'Jaylen Brown', 'Marcus Smart', 'Robert Williams'], ['Grant Williams', 'Dennis Schröder', 'Romeo Langford']]]"
2324,2021-12-13,8:00p,Philadelphia 76ers,91,Memphis Grizzlies,126,13420.0,FedEx Forum,2022,"[[['Furkan Korkmaz', 'Tyrese Maxey', 'Tobias Harris', 'Matisse Thybulle', 'Andre Drummond'], ['Shake Milton', 'Georges Niang', 'Charles Bassey']], [['Dillon Brooks', 'Jaren Jackson Jr.', 'Tyus Jones', 'Desmond Bane', 'Steven Adams'], ['John Konchar', ""De'Anthony Melton"", 'Xavier Tillman Sr.']]]"
2325,2021-12-13,8:30p,Charlotte Hornets,96,Dallas Mavericks,120,19213.0,American Airlines Center,2022,"[[['Terry Rozier', 'Gordon Hayward', 'Cody Martin', 'Miles Bridges', 'Nick Richards'], ['Kelly Oubre Jr.', 'P.J. Washington', 'James Bouknight']], [['Reggie Bullock', 'Dorian Finney-Smith', 'Kristaps Porziņģis', 'Jalen Brunson', 'Dwight Powell'], ['Maxi Kleber', 'Tim Hardaway Jr.', 'Trey Burke']]]"
2326,2021-12-13,9:00p,Washington Wizards,107,Denver Nuggets,113,14632.0,Ball Arena,2022,"[[['Bradley Beal', 'Kentavious Caldwell-Pope', 'Spencer Dinwiddie', 'Daniel Gafford', 'Deni Avdija'], ['Dāvis Bertāns', 'Montrezl Harrell', 'Corey Kispert']], [['Aaron Gordon', 'Monte Morris', 'Nikola Jokić', 'Jeff Green', 'Davon Reed'], ['Facundo Campazzo', 'Bones Hyland', 'Zeke Nnaji']]]"
2327,2021-12-13,10:30p,Phoenix Suns,95,Los Angeles Clippers,111,17909.0,Crypto.com Arena,2022,"[[['Chris Paul', 'Mikal Bridges', 'Landry Shamet', 'JaVale McGee', 'Jae Crowder'], ['Cameron Johnson', 'Cameron Payne', 'Elfrid Payton']], [['Terance Mann', 'Luke Kennard', 'Marcus Morris', 'Reggie Jackson', 'Ivica Zubac'], ['Eric Bledsoe', 'Isaiah Hartenstein', 'Brandon Boston Jr.']]]"
2328,2021-12-14,7:30p,Toronto Raptors,129,Brooklyn Nets,131,17325.0,Barclays Center,2022,"[[['Fred VanVleet', 'Pascal Siakam', 'Scottie Barnes', 'Gary Trent Jr.', 'Chris Boucher'], ['Yuta Watanabe', 'Justin Champagnie', 'Svi Mykhailiuk']], [['Kevin Durant', 'Patty Mills', 'David Duke Jr.', 'Blake Griffin', 'Nic Claxton'], ['Kessler Edwards', 'Cam Thomas', ""Day'Ron Sharpe""]]]"
2329,2021-12-14,7:30p,Golden State Warriors,105,New York Knicks,96,19812.0,Madison Square Garden (IV),2022,"[[['Stephen Curry', 'Jordan Poole', 'Andrew Wiggins', 'Draymond Green', 'Kevon Looney'], ['Damion Lee', 'Nemanja Bjelica', 'Andre Iguodala']], [['Alec Burks', 'Julius Randle', 'Derrick Rose', 'Evan Fournier', 'Nerlens Noel'], ['Immanuel Quickley', 'Miles McBride', 'Kevin Knox']]]"
2330,2021-12-14,10:00p,Phoenix Suns,111,Portland Trail Blazers,107,16184.0,Moda Center,2022,"[[['Deandre Ayton', 'Chris Paul', 'Jae Crowder', 'Mikal Bridges', 'Landry Shamet'], ['Cameron Payne', 'Cameron Johnson', 'Elfrid Payton']], [['Damian Lillard', 'Norman Powell', 'Jusuf Nurkić', 'Larry Nance Jr.', 'Nassir Little'], ['Robert Covington', 'Anfernee Simons', 'Tony Snell']]]"
2331,2021-12-15,7:00p,Houston Rockets,89,Cleveland Cavaliers,124,17131.0,Rocket Mortgage Fieldhouse,2022,"[[['Garrison Mathews', ""Jae'Sean Tate"", 'Armoni Brooks', 'Daniel Theis', 'D.J. Augustin'], ['Alperen Sengun', 'Josh Christopher', 'David Nwaba']], [['Dean Wade', 'Darius Garland', 'Isaac Okoro', 'Lauri Markkanen', 'Jarrett Allen'], ['Ricky Rubio', 'Lamar Stevens', 'Ed Davis']]]"
2332,2021-12-15,7:00p,Atlanta Hawks,111,Orlando Magic,99,13576.0,Amway Center,2022,"[[['John Collins', 'Trae Young', 'Clint Capela', 'Kevin Huerter', 'Timothé Luwawu-Cabarrot'], ['Cam Reddish', 'Delon Wright', 'Danilo Gallinari']], [['Franz Wagner', 'Cole Anthony', 'Chuma Okeke', 'Wendell Carter Jr.', 'R.J. Hampton'], ['Terrence Ross', 'Moritz Wagner', 'Mychal Mulder']]]"
2333,2021-12-15,7:00p,Miami Heat,101,Philadelphia 76ers,96,20389.0,Wells Fargo Center,2022,"[[['Duncan Robinson', 'Kyle Lowry', 'P.J. Tucker', 'Gabe Vincent', 'Dewayne Dedmon'], ['Max Strus', 'KZ Okpala', 'Omer Yurtseven']], [['Tyrese Maxey', 'Joel Embiid', 'Tobias Harris', 'Seth Curry', 'Matisse Thybulle'], ['Danny Green', 'Shake Milton', 'Isaiah Joe']]]"
2334,2021-12-15,7:30p,Los Angeles Lakers,107,Dallas Mavericks,104,20270.0,American Airlines Center,2022,"[[['LeBron James', 'Russell Westbrook', 'Anthony Davis', 'Wayne Ellington', 'Avery Bradley'], ['Austin Reaves', 'Carmelo Anthony', 'Kent Bazemore']], [['Dorian Finney-Smith', 'Kristaps Porziņģis', 'Jalen Brunson', 'Reggie Bullock', 'Dwight Powell'], ['Tim Hardaway Jr.', 'Maxi Kleber', 'Trey Burke']]]"
2335,2021-12-15,8:00p,Indiana Pacers,99,Milwaukee Bucks,114,17341.0,Fiserv Forum,2022,"[[['Domantas Sabonis', 'Caris LeVert', 'Myles Turner', 'Malcolm Brogdon', 'Chris Duarte'], ['Oshae Brissett', 'Kelan Martin', 'Justin Holiday']], [['Jrue Holiday', 'Pat Connaughton', 'Grayson Allen', 'Bobby Portis', 'Jordan Nwora'], ['George Hill', 'Thanasis Antetokounmpo', 'Rodney Hood']]]"
2336,2021-12-15,8:00p,New Orleans Pelicans,113,Oklahoma City Thunder,110,13253.0,Paycom Center,2022,"[[['Brandon Ingram', 'Josh Hart', 'Jonas Valančiūnas', ""Devonte' Graham"", 'Herbert Jones'], ['Nickeil Alexander-Walker', 'Garrett Temple', 'Willy Hernangómez']], [['Shai Gilgeous-Alexander', 'Josh Giddey', 'Darius Bazley', 'Aaron Wiggins', 'Derrick Favors'], ['Jeremiah Robinson-Earl', 'Kenrich Williams', 'Tre Mann']]]"
2337,2021-12-15,8:30p,Charlotte Hornets,131,San Antonio Spurs,115,14354.0,AT&T Center,2022,"[[['Cody Martin', 'Miles Bridges', 'Gordon Hayward', 'Terry Rozier', 'Mason Plumlee'], ['Jalen McDaniels', 'P.J. Washington', 'Kelly Oubre Jr.']], [['Dejounte Murray', 'Keldon Johnson', 'Derrick White', 'Jakob Poeltl', 'Doug McDermott'], ['Devin Vassell', 'Bryn Forbes', 'Keita Bates-Diop']]]"
2338,2021-12-15,9:00p,Minnesota Timberwolves,124,Denver Nuggets,107,15365.0,Ball Arena,2022,"[[['Karl-Anthony Towns', 'Anthony Edwards', ""D'Angelo Russell"", 'Jarred Vanderbilt', 'Patrick Beverley'], ['Malik Beasley', 'Jaden McDaniels', 'Naz Reid']], [['Nikola Jokić', 'Monte Morris', 'Jeff Green', 'Aaron Gordon', 'Will Barton'], ['Facundo Campazzo', 'Zeke Nnaji', 'Vlatko Čančar']]]"
2339,2021-12-15,10:00p,Memphis Grizzlies,113,Portland Trail Blazers,103,15773.0,Moda Center,2022,"[[['Dillon Brooks', 'Tyus Jones', 'Desmond Bane', 'Steven Adams', 'Jaren Jackson Jr.'], ['Kyle Anderson', ""De'Anthony Melton"", 'John Konchar']], [['Norman Powell', 'Damian Lillard', 'Nassir Little', 'Jusuf Nurkić', 'Larry Nance Jr.'], ['Anfernee Simons', 'Robert Covington', 'Ben McLemore']]]"
2340,2021-12-15,10:00p,Washington Wizards,105,Sacramento Kings,119,13806.0,Golden 1 Center,2022,"[[['Bradley Beal', 'Kyle Kuzma', 'Spencer Dinwiddie', 'Kentavious Caldwell-Pope', 'Daniel Gafford'], ['Deni Avdija', 'Montrezl Harrell', 'Raul Neto']], [['Tyrese Haliburton', 'Harrison Barnes', ""De'Aaron Fox"", 'Davion Mitchell', 'Alex Len'], ['Buddy Hield', 'Maurice Harkless', 'Tristan Thompson']]]"
2341,2021-12-15,10:00p,Los Angeles Clippers,103,Utah Jazz,124,18306.0,Vivint Smart Home Arena,2022,"[[['Marcus Morris', 'Luke Kennard', 'Terance Mann', 'Reggie Jackson', 'Ivica Zubac'], ['Eric Bledsoe', 'Isaiah Hartenstein', 'Justise Winslow']], [['Donovan Mitchell', 'Rudy Gobert', ""Royce O'Neale"", 'Bojan Bogdanović', 'Mike Conley'], ['Jordan Clarkson', 'Joe Ingles', 'Hassan Whiteside']]]"
2342,2021-12-16,7:00p,Detroit Pistons,113,Indiana Pacers,122,13596.0,Gainbridge Fieldhouse,2022,"[[['Saddiq Bey', 'Cade Cunningham', 'Killian Hayes', 'Isaiah Stewart', 'Hamidou Diallo'], ['Frank Jackson', 'Trey Lyles', 'Saben Lee']], [['Caris LeVert', 'Domantas Sabonis', 'Myles Turner', 'Justin Holiday', 'Brad Wanamaker'], ['Chris Duarte', 'Jeremy Lamb', 'Oshae Brissett']]]"
2343,2021-12-16,7:30p,Philadelphia 76ers,105,Brooklyn Nets,114,17053.0,Barclays Center,2022,"[[['Danny Green', 'Seth Curry', 'Tobias Harris', 'Shake Milton', 'Joel Embiid'], ['Isaiah Joe', 'Matisse Thybulle', 'Andre Drummond']], [['Kevin Durant', 'Patty Mills', 'David Duke Jr.', 'Blake Griffin', 'Nic Claxton'], ['Kessler Edwards', 'Cam Thomas', ""Day'Ron Sharpe""]]]"
2344,2021-12-16,8:00p,New York Knicks,116,Houston Rockets,103,13857.0,Toyota Center,2022,"[[['Alec Burks', 'Julius Randle', 'Evan Fournier', 'Nerlens Noel', 'Derrick Rose'], ['Miles McBride', 'Immanuel Quickley', 'Mitchell Robinson']], [['Daniel Theis', 'Garrison Mathews', 'Eric Gordon', ""Jae'Sean Tate"", 'Armoni Brooks'], ['Josh Christopher', 'KJ Martin', 'D.J. Augustin']]]"
2345,2021-12-16,9:00p,Washington Wizards,98,Phoenix Suns,118,16177.0,Phoenix Suns Arena,2022,"[[['Bradley Beal', 'Kentavious Caldwell-Pope', 'Kyle Kuzma', 'Daniel Gafford', 'Aaron Holiday'], ['Deni Avdija', 'Montrezl Harrell', 'Raul Neto']], [['Landry Shamet', 'Mikal Bridges', 'Deandre Ayton', 'Jae Crowder', 'Chris Paul'], ['Cameron Johnson', 'Cameron Payne', 'Elfrid Payton']]]"
2346,2021-12-17,7:00p,Miami Heat,115,Orlando Magic,105,14103.0,Amway Center,2022,"[[['Gabe Vincent', 'Kyle Lowry', 'P.J. Tucker', 'Dewayne Dedmon', 'Duncan Robinson'], ['Max Strus', 'Omer Yurtseven', 'KZ Okpala']], [['Chuma Okeke', 'Gary Harris', 'Franz Wagner', 'Robin Lopez', 'Wendell Carter Jr.'], ['Hassani Gravett', 'Mychal Mulder', 'B.J. Johnson']]]"
2347,2021-12-17,7:30p,Denver Nuggets,133,Atlanta Hawks,115,16114.0,State Farm Arena,2022,"[[['Jeff Green', 'Aaron Gordon', 'Will Barton', 'Nikola Jokić', 'Monte Morris'], ['Bones Hyland', 'Facundo Campazzo', 'Austin Rivers']], [['Trae Young', 'Timothé Luwawu-Cabarrot', 'John Collins', 'Kevin Huerter', 'Clint Capela'], ['Danilo Gallinari', 'Delon Wright', 'Cam Reddish']]]"
2348,2021-12-17,7:30p,Golden State Warriors,111,Boston Celtics,107,19156.0,TD Garden,2022,"[[['Andrew Wiggins', 'Stephen Curry', 'Draymond Green', 'Kevon Looney', 'Moses Moody'], ['Andre Iguodala', 'Damion Lee', 'Otto Porter Jr.']], [['Jayson Tatum', 'Robert Williams', 'Marcus Smart', 'Jaylen Brown', 'Romeo Langford'], ['Josh Richardson', 'Aaron Nesmith', 'Payton Pritchard']]]"
2349,2021-12-17,8:00p,Milwaukee Bucks,112,New Orleans Pelicans,116,15504.0,Smoothie King Center,2022,"[[['Jrue Holiday', 'Jordan Nwora', 'Pat Connaughton', 'Grayson Allen', 'DeMarcus Cousins'], ['George Hill', 'Rodney Hood', 'Sandro Mamukelashvili']], [['Brandon Ingram', 'Josh Hart', 'Jonas Valančiūnas', ""Devonte' Graham"", 'Herbert Jones'], ['Nickeil Alexander-Walker', 'Garrett Temple', 'Tomáš Satoranský']]]"
